"customer_number","customer_key","full_name","age","age_group","customer_segment","total_orders","total_products","total_quantity","total_sales","last_order_date","recency","lifespan","avg_order_value","avg_monthly_spending"
"AW00024415","13416","Kaylee Ward","58","50+","New","1","1","1","5","2013-02-10","0","0","5","0.00"
"AW00024416","13417","Oscar Jenkins","58","50+","New","1","4","4","96","2013-08-29","6","0","96","0.00"
"AW00024417","13418","Christopher Harris","58","50+","New","1","6","6","2467","2013-01-08","1","0","2467","0.00"
"AW00024418","13419","Brandon Garcia","64","50+","Regular","2","3","3","4329","2013-04-27","10","16","2164","270.56"
"AW00024419","13420","Kaylee Rivera","59","50+","New","1","3","3","72","2013-04-27","10","0","72","0.00"
"AW00024420","13421","Marcus Price","63","50+","New","1","2","2","2393","2013-01-23","1","0","2393","0.00"
"AW00024421","13422","Seth Kelly","64","50+","New","1","3","3","2447","2013-01-26","1","0","2447","0.00"
"AW00024422","13423","Thomas Lal","84","50+","New","1","2","2","153","2013-04-21","10","0","153","0.00"
"AW00024423","13424","Alyssa Harris","84","50+","New","1","1","1","33","2013-03-28","11","0","33","0.00"
"AW00024424","13425","Morgan Russell","72","50+","New","1","4","4","250","2013-03-21","11","0","250","0.00"
"AW00024425","13426","Chloe Ward","54","50+","New","1","2","2","2419","2013-01-04","2","0","2419","0.00"
"AW00024426","13427","Jordan Russell","58","50+","New","1","3","3","72","2013-10-21","4","0","72","0.00"
"AW00024427","13428","Evelyn Fernandez","58","50+","New","1","4","4","2400","2013-01-18","1","0","2400","0.00"
"AW00024428","13429","Hailey Price","59","50+","New","1","2","2","153","2013-11-19","3","0","153","0.00"
"AW00024429","13430","Isabelle Hughes","53","50+","New","1","5","5","146","2013-02-17","0","0","146","0.00"
"AW00024430","13431","Dalton Long","65","50+","New","1","5","5","131","2013-05-29","9","0","131","0.00"
"AW00024431","13432","Abigail Morgan","65","50+","Regular","2","4","4","4334","2013-05-12","9","17","2167","254.94"
"AW00024432","13433","Dalton Reed","65","50+","New","1","2","2","2438","2013-05-10","9","0","2438","0.00"
"AW00024433","13434","Luis Simmons","65","50+","New","1","4","4","2442","2013-01-25","1","0","2442","0.00"
"AW00024434","13435","Jordan Butler","65","50+","New","1","3","3","2398","2013-01-08","1","0","2398","0.00"
"AW00024435","13436","Mariah Hughes","65","50+","New","1","4","4","47","2013-04-18","10","0","47","0.00"
"AW00024436","13437","Jennifer Hernandez","61","50+","New","1","2","2","2438","2013-02-25","0","0","2438","0.00"
"AW00024437","13438","Nicole Blue","55","50+","New","1","4","4","2427","2013-02-21","0","0","2427","0.00"
"AW00024438","13439","Xavier Robinson","66","50+","New","1","4","4","96","2014-01-16","1","0","96","0.00"
"AW00024439","13440","Xavier Watson","63","50+","New","1","3","3","72","2013-08-31","6","0","72","0.00"
"AW00024440","13441","Jordyn Hughes","57","50+","New","1","3","3","61","2013-04-24","10","0","61","0.00"
"AW00024441","13442","Tristan Bryant","67","50+","New","1","2","2","2419","2013-05-30","9","0","2419","0.00"
"AW00024442","13443","Briana Gutierrez","67","50+","New","1","2","2","83","2013-08-25","6","0","83","0.00"
"AW00024443","13444","Edgar Suri","68","50+","New","1","2","2","35","2014-01-06","2","0","35","0.00"
"AW00024444","13445","Elijah Griffin","51","50+","New","1","3","3","2443","2013-06-06","9","0","2443","0.00"
"AW00024445","13446","Lauren Brooks","56","50+","New","1","2","2","2419","2013-05-30","9","0","2419","0.00"
"AW00024446","13447","Brianna Robinson","62","50+","New","1","3","3","2447","2013-06-16","8","0","2447","0.00"
"AW00024447","13448","Cody Morgan","70","50+","New","1","2","2","751","2013-03-05","0","0","751","0.00"
"AW00024448","13449","Amanda Lopez","64","50+","New","1","3","3","72","2013-10-05","5","0","72","0.00"
"AW00024449","13450","Melanie Simmons","69","50+","New","1","3","3","39","2013-05-14","9","0","39","0.00"
"AW00024450","13451","Isabel Long","70","50+","New","1","2","2","68","2013-03-17","11","0","68","0.00"
"AW00024451","13452","Bailey Morgan","70","50+","New","1","3","3","39","2013-04-13","10","0","39","0.00"
"AW00024452","13453","Megan Coleman","70","50+","New","1","1","1","33","2013-03-06","0","0","33","0.00"
"AW00024453","13454","Cassie Yuan","49","40-49","New","1","3","3","60","2013-10-19","4","0","60","0.00"
"AW00024454","13455","Carol Zhou","55","50+","New","1","1","1","21","2013-06-11","8","0","21","0.00"
"AW00024455","13456","Alejandro Chander","54","50+","New","1","3","3","75","2013-04-15","10","0","75","0.00"
"AW00024456","13457","Danny Ruiz","39","30-39","New","1","1","1","21","2013-07-23","7","0","21","0.00"
"AW00024457","13458","Meghan Alonso","51","50+","New","2","3","3","3356","2013-06-14","8","7","1678","479.43"
"AW00024458","13459","Frederick Rodriguez","50","50+","New","2","2","2","4144","2013-11-04","4","11","2072","376.73"
"AW00024459","13460","Kristin Carson","40","40-49","New","2","4","4","3961","2013-11-16","3","11","1980","360.09"
"AW00024460","13461","Willie Nara","56","50+","New","2","2","2","3302","2013-05-31","9","6","1651","550.33"
"AW00024461","13462","Ruth Sai","51","50+","New","2","2","2","3302","2013-06-02","9","6","1651","550.33"
"AW00024462","13463","Donald Fernandez","57","50+","New","2","3","3","3617","2013-06-01","9","6","1808","602.83"
"AW00024463","13464","Kristen Zheng","89","50+","New","2","3","3","3918","2013-10-29","4","10","1959","391.80"
"AW00024464","13465","Joanna Torres","53","50+","New","1","1","1","5","2013-06-14","8","0","5","0.00"
"AW00024465","13466","Tara Andersen","59","50+","New","2","3","3","3356","2013-06-04","9","6","1678","559.33"
"AW00024466","13467","Alexa Travers","59","50+","New","2","3","3","3337","2013-06-04","9","6","1668","556.17"
"AW00024467","13468","Susan He","59","50+","New","2","3","3","3337","2013-06-02","9","5","1668","667.40"
"AW00024468","13469","Whitney Patel","53","50+","New","2","2","2","4144","2013-11-21","3","11","2072","376.73"
"AW00024469","13470","Roger Andersen","54","50+","New","1","3","3","64","2013-02-16","0","0","64","0.00"
"AW00024470","13471","Clarence Lal","54","50+","New","1","2","2","40","2013-05-01","10","0","40","0.00"
"AW00024471","13472","Ricardo Chande","55","50+","New","1","1","1","5","2013-04-01","11","0","5","0.00"
"AW00024472","13473","Jake He","54","50+","New","1","2","2","13","2013-12-16","2","0","13","0.00"
"AW00024473","13474","Marco Rana","49","40-49","New","1","2","2","14","2013-08-29","6","0","14","0.00"
"AW00024474","13475","Rosa Guo","50","50+","New","2","2","2","3883","2013-11-30","3","11","1941","353.00"
"AW00024475","13476","Gilbert Zhou","56","50+","Regular","2","4","4","3946","2013-12-22","2","12","1973","328.83"
"AW00024476","13477","Jared Brooks","47","40-49","New","2","2","2","3563","2013-05-30","9","6","1781","593.83"
"AW00024477","13478","Warren Zeng","58","50+","New","2","2","2","3302","2013-07-05","8","6","1651","550.33"
"AW00024478","13479","Lindsay Sharma","53","50+","New","2","3","3","3337","2013-07-26","7","7","1668","476.71"
"AW00024479","13480","Desirée Moreno","53","50+","New","1","2","2","7","2014-01-17","1","0","7","0.00"
"AW00024480","13481","Kelli Liu","61","50+","Regular","2","5","5","4175","2013-12-19","2","12","2087","347.92"
"AW00024481","13482","Dennis Sun","55","50+","Regular","2","3","3","4179","2013-12-16","2","12","2089","348.25"
"AW00024482","13483","Roy Ramos","55","50+","New","2","2","2","3883","2013-12-15","2","11","1941","353.00"
"AW00024483","13484","Arthur Kapoor","83","50+","New","1","3","3","24","2013-09-16","5","0","24","0.00"
"AW00024484","13485","Chad Anand","59","50+","New","2","2","2","3563","2013-07-02","8","7","1781","509.00"
"AW00024485","13486","Franklin Ma","65","50+","New","2","3","3","3356","2013-07-14","7","6","1678","559.33"
"AW00024486","13487","Rafael Zeng","44","40-49","New","1","2","2","37","2013-02-01","1","0","37","0.00"
"AW00024487","13488","Samantha Harris","44","40-49","New","1","1","1","5","2013-08-23","6","0","5","0.00"
"AW00024488","13489","Gavin Gonzales","44","40-49","New","1","2","2","14","2013-12-22","2","0","14","0.00"
"AW00024489","13490","Shelby Murphy","43","40-49","New","1","1","1","5","2013-04-13","10","0","5","0.00"
"AW00024490","13491","Dwayne Suarez","39","30-39","New","1","2","2","37","2013-09-18","5","0","37","0.00"
"AW00024491","13492","Kaitlyn Russell","39","30-39","New","1","1","1","3578","2011-12-17","2","0","3578","0.00"
"AW00024492","13493","Devin Lopez","40","40-49","New","1","4","4","791","2013-03-03","0","0","791","0.00"
"AW00024493","13494","Seth Bennett","40","40-49","New","1","1","1","3578","2011-12-02","3","0","3578","0.00"
"AW00024494","13495","Rafael Zhou","82","50+","New","1","1","1","10","2013-01-31","1","0","10","0.00"
"AW00024495","13496","Kellie Ortega","71","50+","New","1","2","2","15","2014-01-14","1","0","15","0.00"
"AW00024496","13497","Katelyn Mitchell","41","40-49","Regular","2","3","3","4349","2013-06-04","9","18","2174","241.61"
"AW00024497","13498","Abigail James","41","40-49","New","1","3","3","72","2013-02-04","1","0","72","0.00"
"AW00024498","13499","Angela Washington","41","40-49","New","1","4","4","2407","2013-06-10","8","0","2407","0.00"
"AW00024499","13500","Olivia Lewis","41","40-49","New","1","1","1","33","2013-05-21","9","0","33","0.00"
"AW00024500","13501","Seth Johnson","41","40-49","New","1","3","3","72","2013-06-12","8","0","72","0.00"
"AW00024501","13502","Victoria Garcia","40","40-49","New","1","1","1","3578","2011-12-27","2","0","3578","0.00"
"AW00024502","13503","Deb Price","79","50+","New","2","4","4","3622","2013-07-17","7","7","1811","517.43"
"AW00024503","13504","Laura Ma","72","50+","New","2","3","3","3617","2013-07-30","7","7","1808","516.71"
"AW00024504","13505","Eddie Navarro","78","50+","New","2","2","2","3563","2013-07-11","7","6","1781","593.83"
"AW00024505","13506","Clifford Gonzalez","70","50+","New","2","2","2","3302","2013-07-12","7","6","1651","550.33"
"AW00024506","13507","Jaime Muñoz","76","50+","New","2","2","2","3563","2013-07-19","7","7","1781","509.00"
"AW00024507","13508","Madison Garcia","43","40-49","New","1","1","1","33","2013-09-14","5","0","33","0.00"
"AW00024508","13509","Alex Phillips","42","40-49","New","1","4","4","122","2013-10-16","4","0","122","0.00"
"AW00024509","13510","Emma Long","42","40-49","New","1","2","2","35","2013-11-07","4","0","35","0.00"
"AW00024510","13511","Christian Martinez","43","40-49","New","1","3","3","61","2013-10-03","5","0","61","0.00"
"AW00024511","13512","Logan Hall","43","40-49","New","1","2","2","37","2013-08-28","6","0","37","0.00"
"AW00024512","13513","Adrienne Jiménez","43","40-49","New","1","1","1","33","2013-07-13","7","0","33","0.00"
"AW00024513","13514","Alejandro Deng","43","40-49","New","1","3","3","39","2013-04-11","10","0","39","0.00"
"AW00024514","13515","Jesse Phillips","43","40-49","New","1","2","2","37","2013-07-18","7","0","37","0.00"
"AW00024515","13516","Ian Jones","43","40-49","New","1","3","3","72","2013-12-20","2","0","72","0.00"
"AW00024516","13517","Rachel Moore","43","40-49","New","1","3","3","39","2013-02-08","0","0","39","0.00"
"AW00024517","13518","Brandon Harris","45","40-49","New","1","3","3","87","2013-12-29","2","0","87","0.00"
"AW00024518","13519","Stephanie Allen","45","40-49","New","1","2","2","37","2013-07-07","8","0","37","0.00"
"AW00024519","13520","Carlos King","39","30-39","New","1","3","3","39","2013-10-06","5","0","39","0.00"
"AW00024520","13521","Joseph Wilson","46","40-49","New","1","3","3","2462","2013-06-28","8","0","2462","0.00"
"AW00024521","13522","Jordyn Wood","46","40-49","New","1","2","2","2419","2013-02-16","0","0","2419","0.00"
"AW00024522","13523","Alex Perez","45","40-49","New","1","3","3","2483","2013-02-04","1","0","2483","0.00"
"AW00024523","13524","Mariah Coleman","51","50+","New","1","6","6","2492","2013-02-07","1","0","2492","0.00"
"AW00024524","13525","Megan Lewis","45","40-49","New","1","2","2","35","2013-09-16","5","0","35","0.00"
"AW00024525","13526","James Nelson","51","50+","New","1","2","2","7","2013-03-11","11","0","7","0.00"
"AW00024526","13527","Julian Barnes","52","50+","New","1","2","2","2419","2013-02-25","0","0","2419","0.00"
"AW00024527","13528","Gavin Coleman","52","50+","New","1","2","2","2419","2013-02-27","0","0","2419","0.00"
"AW00024528","13529","Katherine Hernandez","51","50+","New","1","4","4","2420","2013-02-04","1","0","2420","0.00"
"AW00024529","13530","Jillian Martinez","52","50+","New","1","3","3","2398","2013-02-04","1","0","2398","0.00"
"AW00024530","13531","Franklin She","52","50+","New","1","2","2","37","2013-05-01","10","0","37","0.00"
"AW00024531","13532","Andres Xie","61","50+","New","1","2","2","68","2013-07-19","7","0","68","0.00"
"AW00024532","13533","Phillip Perez","61","50+","New","1","2","2","39","2013-11-03","4","0","39","0.00"
"AW00024533","13534","Blake Long","55","50+","New","1","2","2","32","2013-12-30","2","0","32","0.00"
"AW00024534","13535","Alisha Luo","61","50+","New","1","4","4","2534","2013-03-03","0","0","2534","0.00"
"AW00024535","13536","David Shepard","61","50+","New","1","1","1","4","2013-07-14","7","0","4","0.00"
"AW00024536","13537","Cynthia Perez","51","50+","New","1","2","2","587","2013-06-01","9","0","587","0.00"
"AW00024537","13538","Cynthia Saunders","62","50+","New","1","4","4","2511","2013-03-01","0","0","2511","0.00"
"AW00024538","13539","Latasha Diaz","57","50+","New","1","1","1","4","2013-11-26","3","0","4","0.00"
"AW00024539","13540","Colin Zheng","63","50+","New","1","2","2","39","2013-04-21","10","0","39","0.00"
"AW00024540","13541","Janet Martin","57","50+","New","1","3","3","70","2013-06-09","8","0","70","0.00"
"AW00024541","13542","Janet Sheperdigian","47","40-49","New","1","3","3","37","2013-12-18","2","0","37","0.00"
"AW00024542","13543","Arturo Liang","58","50+","New","1","2","2","124","2013-12-03","3","0","124","0.00"
"AW00024543","13544","Arthur Moreno","64","50+","New","1","2","2","54","2013-06-23","8","0","54","0.00"
"AW00024544","13545","Kellie Romero","64","50+","New","1","2","2","6","2013-03-08","11","0","6","0.00"
"AW00024545","13546","Douglas Raman","64","50+","New","1","3","3","70","2013-09-26","5","0","70","0.00"
"AW00024546","13547","Adam Hughes","54","50+","New","1","3","3","37","2013-04-15","10","0","37","0.00"
"AW00024547","13548","Dana Gomez","75","50+","New","1","2","2","39","2013-06-24","8","0","39","0.00"
"AW00024548","13549","Crystal Liu","75","50+","New","1","2","2","39","2013-05-19","9","0","39","0.00"
"AW00024549","13550","Darryl Li","69","50+","New","1","4","4","2515","2013-04-25","10","0","2515","0.00"
"AW00024550","13551","Randy Ma","74","50+","New","1","3","3","37","2013-02-04","1","0","37","0.00"
"AW00024551","13552","Molly Malhotra","73","50+","New","1","5","5","142","2013-02-25","0","0","142","0.00"
"AW00024552","13553","Ross Carlson","73","50+","New","1","2","2","39","2013-12-03","3","0","39","0.00"
"AW00024553","13554","Michele Ashe","74","50+","New","1","1","1","4","2013-12-23","2","0","4","0.00"
"AW00024554","13555","Deanna Fernandez","74","50+","New","1","3","3","70","2013-08-12","6","0","70","0.00"
"AW00024555","13556","Lacey Chande","74","50+","New","1","5","5","59","2013-08-11","6","0","59","0.00"
"AW00024556","13557","Claudia Yang","72","50+","New","1","2","2","6","2013-06-23","8","0","6","0.00"
"AW00024557","13558","Franklin Lin","67","50+","New","1","3","3","70","2013-05-29","9","0","70","0.00"
"AW00024558","13559","Savannah Brooks","65","50+","New","1","3","3","2487","2013-04-28","10","0","2487","0.00"
"AW00024559","13560","Adrienne Suarez","66","50+","New","1","2","2","6","2013-09-30","5","0","6","0.00"
"AW00024560","13561","Veronica Fernandez","65","50+","New","1","3","3","2405","2013-12-20","2","0","2405","0.00"
"AW00024561","13562","Megan Sherman","64","50+","New","1","1","1","4","2013-02-07","1","0","4","0.00"
"AW00024562","13563","Ricky Rubio","64","50+","New","1","1","1","4","2013-10-03","5","0","4","0.00"
"AW00024563","13564","Adriana Rodriguez","65","50+","New","1","2","2","6","2013-07-26","7","0","6","0.00"
"AW00024564","13565","Johnny Andersen","60","50+","New","1","2","2","39","2013-10-02","5","0","39","0.00"
"AW00024565","13566","Theodore Navarro","61","50+","New","1","2","2","575","2013-07-16","7","0","575","0.00"
"AW00024566","13567","Kara Nara","62","50+","New","1","1","1","5","2013-11-21","3","0","5","0.00"
"AW00024567","13568","Alison Deng","68","50+","New","1","2","2","6","2013-03-20","11","0","6","0.00"
